SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,INS,OVERS,RUNS,WKTS,BBF,MDNS,DOTS,ECON,AVE,SR,HATTRICK,4W,5W,WIDES,NB,League Name
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
48,790,32995,Jaydwin Venske,3031828,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,3,3,22.0,126,4,29/ 3,1,80,5.73,31.50,33.0,0,0,0,17,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
49,790,32995,Cecil Chitaka,3255253,TUKS 5,,TUKS 5,4558,1,1,9.0,54,4,54/ 4,0,31,6.00,13.50,13.5,0,1,0,6,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
50,790,32995,Nico Kruger,2936834,TUKS 5,,TUKS 5,4558,2,2,16.0,97,4,41/ 2,0,42,6.06,24.25,24.0,0,0,0,5,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
51,790,32995,Pieter Oosthuizen,4063614,SINOVILLE 3,,SINOVILLE 3,4556,5,2,8.2,55,4,11/ 2,0,24,6.60,13.75,12.5,0,0,0,3,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
52,790,32995,Burgert Kloppers,4742888,PHSOB 3,,PHSOB 3,4555,2,2,9.0,60,4,29/ 2,1,19,6.67,15.00,13.5,0,0,0,2,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
53,790,32995,Janu Olivier,4973941,SINOVILLE 3,,SINOVILLE 3,4556,3,2,11.0,76,4,36/ 4,1,41,6.91,19.00,16.5,0,1,0,7,3,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
54,790,32995,Khumo Tihocela,4973939,HARLEQUINS 3,,HARLEQUINS 3,4553,1,1,3.0,7,3,7/ 3,0,15,2.33,2.33,6.0,0,0,0,3,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
55,790,32995,JEANDRE Du Bruyn,4891852,TUT 3,,TUT 3,4559,1,1,9.0,25,3,25/ 3,0,37,2.78,8.33,18.0,0,0,0,2,0,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
56,790,32995,Sellin de Beer,4715786,PHSOB 3,,PHSOB 3,4555,2,2,10.0,35,3,12/ 3,1,40,3.50,11.67,20.0,0,0,0,1,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
57,790,32995,Oliver Beaclerk,4729876,HARLEQUINS 3,,HARLEQUINS 3,4553,3,2,12.0,46,3,19/ 3,1,49,3.83,15.33,24.0,0,0,0,11,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
58,790,32995,Chris Coetzee,3719304,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,4,4,30.0,124,3,24/ 1,3,111,4.13,41.33,60.0,0,0,0,7,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
59,790,32995,Stefan Grobler,3018230,TUT 3,,TUT 3,4559,4,4,23.0,97,3,21/ 1,1,99,4.22,32.33,46.0,0,0,0,13,1,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
60,790,32995,Simion Muller,3783164,CBCOB 3,,CBCOB 3,4552,1,1,3.1,14,3,14/ 3,0,12,4.42,4.67,6.3,0,0,0,0,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
61,790,32995,Barend Pelser,4854733,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,2,2,13.0,66,3,19/ 3,0,41,5.08,22.00,26.0,0,0,0,6,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
62,790,32995,Jaydon Blom,4756761,SINOVILLE 3,,SINOVILLE 3,4556,1,1,9.0,46,3,46/ 3,0,35,5.11,15.33,18.0,0,0,0,3,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
63,790,32995,Reghardt Smit,4691513,CBCOB 3,,CBCOB 3,4552,1,1,7.0,37,3,37/ 3,1,26,5.29,12.33,14.0,0,0,0,4,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
64,790,32995,Henre Quins,4878344,HARLEQUINS 3,,HARLEQUINS 3,4553,4,4,25.4,140,3,20/ 2,0,50,5.45,46.67,51.3,0,0,0,0,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
65,790,32995,Tihardt Kruger,3242942,TUKS 5,,TUKS 5,4558,5,3,11.0,61,3,13/ 2,0,38,5.55,20.33,22.0,0,0,0,8,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
66,790,32995,Leon Smith,4673571,TUT 3,,TUT 3,4559,4,2,8.0,45,3,31/ 2,0,27,5.62,15.00,16.0,0,0,0,0,0,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
67,790,32995,Tyler Miller,3729934,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,4,4,7.3,44,3,16/ 2,1,28,5.87,14.67,15.0,0,0,0,6,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
68,790,32995,Matt Vd Mescht,4702807,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,4,3,14.0,83,3,28/ 2,2,59,5.93,27.67,28.0,0,0,0,12,7,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
69,790,32995,Babonke Twetwa,3080703,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,4,2,11.0,66,3,24/ 3,1,41,6.00,22.00,22.0,0,0,0,2,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
70,790,32995,Johan van Antwerpen,4673543,PHSOB 4,,PHSOB 4,4561,1,1,6.0,38,3,38/ 3,0,23,6.33,12.67,12.0,0,0,0,5,0,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
71,790,32995,Franco Schmidt,4673821,CBCOB 3,,CBCOB 3,4552,6,3,20.0,128,3,59/ 2,1,71,6.40,42.67,40.0,0,0,0,7,3,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
72,790,32995,Tyler Lockhart,4742892,PHSOB 3,,PHSOB 3,4555,1,1,8.1,54,3,54/ 3,0,27,6.61,18.00,16.3,0,0,0,1,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
73,790,32995,Ruan Venter,4715814,SINOVILLE 4,,SINOVILLE 4,4557,4,4,15.0,105,3,59/ 3,0,55,7.00,35.00,30.0,0,0,0,6,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
74,790,32995,Heinrich Maraldo,3031835,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,3,2,8.0,57,3,41/ 3,0,23,7.12,19.00,16.0,0,0,0,2,1,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
75,790,32995,Thuto Scheepers,4704972,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,5.0,36,3,36/ 3,0,17,7.20,12.00,10.0,0,0,0,7,2,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
76,790,32995,Wiehan Nel,2936753,SINOVILLE 3,,SINOVILLE 3,4556,4,4,13.4,103,3,23/ 1,0,45,7.54,34.33,27.3,0,0,0,7,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
77,790,32995,Gunter Geyer,2985804,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,2,2,6.2,48,3,9/ 2,1,19,7.58,16.00,12.7,0,0,0,4,2,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
78,790,32995,Calyle Stolze,4896935,HARLEQUINS 3,,HARLEQUINS 3,4553,3,3,9.0,69,3,26/ 2,0,25,7.67,23.00,18.0,0,0,0,6,2,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
79,790,32995,Johan Feute,4729909,SINOVILLE 3,,SINOVILLE 3,4556,2,2,14.5,114,3,29/ 2,0,42,7.69,38.00,29.7,0,0,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
80,790,32995,Tiaan Borman,3772082,SINOVILLE 3,,SINOVILLE 3,4556,1,1,5.5,45,3,45/ 3,0,18,7.71,15.00,11.7,0,0,0,0,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
81,790,32995,Jock de Jager,4165762,TUKS 5,,TUKS 5,4558,3,3,8.0,67,3,21/ 1,1,23,8.38,22.33,16.0,0,0,0,5,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
82,790,32995,Pieter Roos,2939189,HARLEQUINS 3,,HARLEQUINS 3,4553,8,3,16.0,148,3,63/ 3,1,50,9.25,49.33,32.0,0,0,0,13,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
83,790,32995,JJ Du Toit,3226765,SINOVILLE 4,,SINOVILLE 4,4557,1,1,6.0,18,2,18/ 2,2,31,3.00,9.00,18.0,0,0,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
84,790,32995,James van der Merwe,5000388,SINOVILLE 3,,SINOVILLE 3,4556,1,1,7.0,21,2,21/ 2,1,29,3.00,10.50,21.0,0,0,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
85,790,32995,Acelan Pruss,4655260,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,2,2,12.3,41,2,16/ 2,1,52,3.28,20.50,37.5,0,0,0,2,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
86,790,32995,Yatin Koul,4081459,PHSOB 3,,PHSOB 3,4555,1,1,3.0,10,2,10/ 2,0,11,3.33,5.00,9.0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
87,790,32995,Stephan Van Der Berg,2987583,CBCOB 3,,CBCOB 3,4552,1,1,9.0,31,2,31/ 2,0,27,3.44,15.50,27.0,0,0,0,1,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
88,790,32995,Patrick Mounton,4729872,HARLEQUINS 3,,HARLEQUINS 3,4553,2,1,7.0,29,2,29/ 2,0,29,4.14,14.50,21.0,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
89,790,32995,Nathan Hall,5045108,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,5.1,22,2,22/ 2,0,20,4.26,11.00,15.5,0,0,0,1,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
90,790,32995,Wessel Herbst,3783166,CBCOB 3,,CBCOB 3,4552,2,2,14.0,62,2,20/ 2,1,59,4.43,31.00,42.0,0,0,0,1,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
91,790,32995,Tiaan Malan,4715812,SINOVILLE 4,,SINOVILLE 4,4557,1,1,2.0,9,2,9/ 2,0,8,4.50,4.50,6.0,0,0,0,0,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
92,790,32995,Regan Pruss,3759682,PHSOB 4,,PHSOB 4,4561,1,1,7.4,38,2,38/ 2,0,26,4.96,19.00,23.0,0,0,0,2,0,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
93,790,32995,Steven Meyburgh,2937220,PHSOB 3,,PHSOB 3,4555,2,2,13.0,66,2,23/ 1,1,35,5.08,33.00,39.0,0,0,0,1,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
94,790,32995,Mollie Sinoville,4063613,SINOVILLE 3,,SINOVILLE 3,4556,1,1,9.0,46,2,46/ 2,0,33,5.11,23.00,27.0,0,0,0,5,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
95,790,32995,Brian Kershaw,4673539,PHSOB 4,,PHSOB 4,4561,1,1,9.0,46,2,46/ 2,0,28,5.11,23.00,27.0,0,0,0,2,0,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
96,790,32995,Jaco Van der walt,4715817,SINOVILLE 3,,SINOVILLE 3,4556,1,1,6.0,32,2,32/ 2,0,24,5.33,16.00,18.0,0,0,0,5,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
97,790,32995,Johan Broekman,4756705,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,7,1,9.0,50,2,50/ 2,1,32,5.56,25.00,27.0,0,0,0,0,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
98,790,32995,Jaco CBC,4046234,CBCOB 3,,CBCOB 3,4552,1,1,9.0,51,2,51/ 2,1,31,5.67,25.50,27.0,0,0,0,2,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
99,790,32995,Jody Buys,4729873,HARLEQUINS 3,,HARLEQUINS 3,4553,5,3,14.0,83,2,8/ 1,0,38,5.93,41.50,42.0,0,0,0,8,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
100,790,32995,Meshack Gabeni,3180887,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,3.0,18,2,18/ 2,0,8,6.00,9.00,9.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
101,790,32995,Justin Fourie,2987524,PHSOB 3,,PHSOB 3,4555,1,1,9.0,61,2,61/ 2,0,27,6.78,30.50,27.0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
102,790,32995,Benjamin Cronje,4702808,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,2,2,6.0,41,2,16/ 2,1,21,6.83,20.50,18.0,0,0,0,5,2,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
103,790,32995,Bennie Viljoen,3713450,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,1,4.0,29,2,29/ 2,0,15,7.25,14.50,12.0,0,0,0,4,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
104,790,32995,Ivan Havenga,3729571,CBCOB 3,,CBCOB 3,4552,4,3,12.0,103,2,17/ 1,0,21,8.58,51.50,36.0,0,0,0,5,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
105,790,32995,Adriaan Venter,3673677,CBCOB 3,,CBCOB 3,4552,4,1,0.2,0,1,0/ 1,0,2,0.00,0.00,2.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
106,790,32995,Gary Van Blerk,4673569,TUT 3,,TUT 3,4559,4,1,0.1,0,1,0/ 1,0,1,0.00,0.00,1.0,0,0,0,0,0,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
107,790,32995,Matt Collett,4081460,PHSOB 3,,PHSOB 3,4555,1,1,1.2,1,1,1/ 1,0,7,0.75,1.00,8.0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
108,790,32995,Dylan Van wyk,2987473,SINOVILLE 4,,SINOVILLE 4,4557,1,1,2.0,4,1,4/ 1,1,9,2.00,4.00,12.0,0,0,0,0,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
109,790,32995,Wian van Deventer,3257325,SINOVILLE 3,,SINOVILLE 3,4556,1,1,3.0,7,1,7/ 1,0,14,2.33,7.00,18.0,0,0,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
110,790,32995,Matt Rogerson,2936914,PHSOB 3,,PHSOB 3,4555,2,1,5.0,13,1,13/ 1,0,25,2.60,13.00,30.0,0,0,0,4,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
111,790,32995,Francois Mostert,5023418,PHSOB 3,,PHSOB 3,4555,1,1,6.0,16,1,16/ 1,3,31,2.67,16.00,36.0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
112,790,32995,Hendre Du toit,2987477,SINOVILLE 4,,SINOVILLE 4,4557,1,1,9.0,25,1,25/ 1,0,40,2.78,25.00,54.0,0,0,0,3,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
113,790,32995,Clinton Da costa,5000469,HARLEQUINS 3,,HARLEQUINS 3,4553,2,2,13.0,43,1,23/ 1,0,50,3.31,43.00,78.0,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
114,790,32995,Lafras Jenkins,4143518,PHSOB 3,,PHSOB 3,4555,1,1,9.0,32,1,32/ 1,0,31,3.56,32.00,54.0,0,0,0,1,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
115,790,32995,JP Roetz,3267058,SINOVILLE 4,,SINOVILLE 4,4557,1,1,9.0,33,1,33/ 1,2,42,3.67,33.00,54.0,0,0,0,2,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
116,790,32995,Marius Swanepoel,5034372,CBCOB 3,,CBCOB 3,4552,1,1,6.0,22,1,22/ 1,1,23,3.67,22.00,36.0,0,0,0,2,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
117,790,32995,Riaan Davel,4715815,SINOVILLE 4,,SINOVILLE 4,4557,1,1,7.0,26,1,26/ 1,1,30,3.71,26.00,42.0,0,0,0,2,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
118,790,32995,Chad Fortman,2936899,PHSOB 3,,PHSOB 3,4555,2,2,11.0,41,1,29/ 1,0,39,3.73,41.00,66.0,0,0,0,7,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
119,790,32995,Pieter Jansen van rensburg,4704969,SINOVILLE 3,,SINOVILLE 3,4556,2,1,5.0,19,1,19/ 1,0,17,3.80,19.00,30.0,0,0,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
120,790,32995,Vuks Bamuza,5000466,HARLEQUINS 3,,HARLEQUINS 3,4553,1,1,9.0,35,1,35/ 1,0,32,3.89,35.00,54.0,0,0,0,2,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
121,790,32995,Nicolas Pillay,4729911,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,1,2.0,8,1,8/ 1,1,10,4.00,8.00,12.0,0,0,0,0,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
122,790,32995,Haardi Abdul,4756700,HARLEQUINS 3,,HARLEQUINS 3,4553,1,1,8.0,35,1,35/ 1,0,33,4.38,35.00,48.0,0,0,0,2,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
123,790,32995,Wehan du Waal,4715788,PHSOB 3,,PHSOB 3,4555,2,2,10.0,44,1,11/ 1,1,47,4.40,44.00,60.0,0,0,0,10,1,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
124,790,32995,Alec Jordaan,4715851,CBCOB 3,,CBCOB 3,4552,4,4,20.5,94,1,20/ 1,3,94,4.51,94.00,125.0,0,0,0,22,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
125,790,32995,Werner Marneweck,4715784,TUKS 5,,TUKS 5,4558,2,2,9.0,42,1,20/ 1,1,40,4.67,42.00,54.0,0,0,0,8,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
126,790,32995,Stanley Fabri,3056139,SINOVILLE 4,,SINOVILLE 4,4557,3,3,19.0,92,1,54/ 1,1,74,4.84,92.00,114.0,0,0,0,5,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
127,790,32995,Reinhardt Engler,4673827,HARLEQUINS 3,,HARLEQUINS 3,4553,1,1,7.0,37,1,37/ 1,0,29,5.29,37.00,42.0,0,0,0,5,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
128,790,32995,Andre Schoombee,3772961,SINOVILLE 3,,SINOVILLE 3,4556,3,3,17.0,90,1,34/ 1,2,70,5.29,90.00,102.0,0,0,0,3,3,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
129,790,32995,Christo Swanepoel,3299532,PHSOB 4,,PHSOB 4,4561,1,1,9.0,48,1,48/ 1,1,29,5.33,48.00,54.0,0,0,0,2,0,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
130,790,32995,Jonathan White,5047117,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,3.0,16,1,16/ 1,0,10,5.33,16.00,18.0,0,0,0,1,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
131,790,32995,Lessego Teffo,4196334,HARLEQUINS 3,,HARLEQUINS 3,4553,4,2,11.3,64,1,46/ 1,0,26,5.57,64.00,69.0,0,0,0,5,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
132,790,32995,Danie Kruger,3745390,SINOVILLE 4,,SINOVILLE 4,4557,1,1,4.0,23,1,23/ 1,0,15,5.75,23.00,24.0,0,0,0,4,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
133,790,32995,Berno Klopper,3180553,SINOVILLE 3,,SINOVILLE 3,4556,5,1,4.0,24,1,24/ 1,0,10,6.00,24.00,24.0,0,0,0,0,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
134,790,32995,Pieter Oosthuisen,4186402,SINOVILLE 4,,SINOVILLE 4,4557,1,1,5.0,30,1,30/ 1,0,9,6.00,30.00,30.0,0,0,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
135,790,32995,Nathan Stryfom,4673826,HARLEQUINS 3,,HARLEQUINS 3,4553,2,1,1.5,11,1,11/ 1,0,5,6.00,11.00,11.0,0,0,0,0,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
136,790,32995,Divan Haasbroek,4715852,CBCOB 3,,CBCOB 3,4552,1,1,4.0,24,1,24/ 1,1,15,6.00,24.00,24.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
137,790,32995,Mike Hartman,5000468,HARLEQUINS 3,,HARLEQUINS 3,4553,2,2,5.2,32,1,23/ 1,0,19,6.00,32.00,32.0,0,0,0,1,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
138,790,32995,Tiaan Borman,4715816,SINOVILLE 4,,SINOVILLE 4,4557,2,2,10.0,64,1,31/ 1,0,35,6.40,64.00,60.0,0,0,0,3,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
139,790,32995,Edwin De Waal,4742889,PHSOB 3,,PHSOB 3,4555,1,1,4.0,26,1,26/ 1,0,11,6.50,26.00,24.0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
140,790,32995,Dustyn Du preez,5047118,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,1,2.0,13,1,13/ 1,0,5,6.50,13.00,12.0,0,0,0,0,0,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
141,790,32995,Mohapi Molete,4756704,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,3,2,6.0,40,1,21/ 1,0,19,6.67,40.00,36.0,0,0,0,2,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
142,790,32995,Hanco Kruger,4702785,TUKS 5,,TUKS 5,4558,2,2,10.0,71,1,26/ 1,2,36,7.10,71.00,60.0,0,0,0,8,2,2024 Titans Second League
