SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,CATCHES,WK_CATCHES,DIRECT_RO,INDIRECT_RO,STUMPINGS,TOTAL,League Name
,18,32995,TUKS 6,,,,,,,,,,,,Titans Second League
76,18,32995,Dylan Howe-Dreyer,2936902,PHSOB 3,,PHSOB 3,1193,1,0,0,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
77,18,32995,Jos Grove,2936905,PHSOB 3,,PHSOB 3,1193,1,0,0,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
78,18,32995,Michael Boltman,2936907,PHSOB 3,,PHSOB 3,1193,1,0,0,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
79,18,32995,Pieter Pretorius,2936910,PHSOB 3,,PHSOB 3,1193,1,0,0,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
80,18,32995,Matt Rogerson,2936914,PHSOB 3,,PHSOB 3,1193,1,0,0,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
81,18,32995,Keaton Steenkamp,2944947,SINOVILLE 3,,SINOVILLE 3,1194,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
82,18,32995,Keaton Steenkamp,2944947,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
83,18,32995,Manie de Beer,2947307,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
84,18,32995,Muhammad Qasim Muhammad,2973875,POLICE 3,,POLICE 3,1201,0,1,0,0,0,1,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,Titans Second League
85,18,32995,Jacques Joubert,2985795,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,1,0,0,0,0,1,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
86,18,32995,Zander Jordaan,2987471,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
87,18,32995,Wian Nel,2987474,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
88,18,32995,Juan Van den berg,2987480,SINOVILLE 3,,SINOVILLE 3,1194,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
89,18,32995,Conrath Meiring,2987575,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
90,18,32995,Karel Verhoef,2987576,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
91,18,32995,MJ Gouws,2990919,SINOVILLE 3,,SINOVILLE 3,1194,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
92,18,32995,Samashan Naidoo,2990928,TUKS 5,,TUKS 5,1860,1,0,0,0,0,1,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
93,18,32995,Lourens Pieterse,3003046,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,0,1,0,0,0,1,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
94,18,32995,Bradley Joynt,3015414,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,1,0,0,0,0,1,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
95,18,32995,Felix le Roux,3018176,PHSOB 3,,PHSOB 3,1193,1,0,0,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
96,18,32995,Jeandre Roux,3018228,TUT 3,,TUT 3,1197,1,0,0,0,0,1,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
97,18,32995,Stefan Grobler,3018230,TUT 3,,TUT 3,1197,1,0,0,0,0,1,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
98,18,32995,Dewald Basson,3018234,TUT 3,,TUT 3,1197,0,1,0,0,0,1,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
99,18,32995,Bruce Crossey,3018342,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
100,18,32995,Caleb Eckard,3018344,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
101,18,32995,Deon Van Huyssteen,3018345,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
102,18,32995,André Botes,3018347,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
103,18,32995,Bonolo Khuzwayo,3018350,TUKS 6,,TUKS 6,1861,1,0,0,0,0,1,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,Titans Second League
104,18,32995,JP Roets,3031810,SINOVILLE 3,,SINOVILLE 3,1194,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
105,18,32995,Johan Feuth,3056115,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
106,18,32995,Ettienne Du Toit,3056134,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
107,18,32995,Stanley Fabri,3056139,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
108,18,32995,Zandre Nel,3056622,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
109,18,32995,Brendan Freiser,3069550,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
110,18,32995,Micheal van der Westhuizen,3069551,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
111,18,32995,James Nelson,3145210,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
112,18,32995,Pieter Smit,3145212,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
113,18,32995,Khumo Tlhoaela,3145213,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
114,18,32995,Mike Brink,3145217,PHSOB 3,,PHSOB 3,1193,1,0,0,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
115,18,32995,Mark Bekker,3146406,TUT 3,,TUT 3,1197,1,0,0,0,0,1,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
116,18,32995,Luca Tuks 6,3163550,TUKS 6,,TUKS 6,1861,1,0,0,0,0,1,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,Titans Second League
117,18,32995,Aubery Smit,3180561,PHSOB 3,,PHSOB 3,1193,1,0,0,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
118,18,32995,Mosleh Uddin,3226767,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
119,18,32995,George Chibweza,3229703,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
120,18,32995,Hossin Rony,3242450,SINOVILLE 4,,SINOVILLE 4,1200,0,1,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
121,18,32995,Playa3 Cbc,3255332,CBCOB 3,,CBCOB 3,1196,1,0,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
122,18,32995,Playa4 Cbc,3255333,CBCOB 3,,CBCOB 3,1196,0,1,0,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
123,18,32995,Eugene Joubert,3257327,SINOVILLE 3,,SINOVILLE 3,1194,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
124,18,32995,Andre Van wyk,3266939,TUKS 5,,TUKS 5,1860,1,0,0,0,0,1,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
125,18,32995,Jorich Van Schalkwyk,3267057,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
126,18,32995,Nicky van Mollendorf,3277375,TUT 3,,TUT 3,1197,1,0,0,0,0,1,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
127,18,32995,Jorich van Schalkwyk,3277435,SINOVILLE 3,,SINOVILLE 3,1194,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
128,18,32995,Sean Povey,3277438,SINOVILLE 3,,SINOVILLE 3,1194,1,0,0,0,0,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
129,18,32995,Stephen van den Berg,2936843,TUKS 5,,TUKS 5,1860,0,0,0,0,1,1,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
130,18,32995,Hugo Pretorius,2936915,PHSOB 3,,PHSOB 3,1193,0,0,1,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
131,18,32995,Muhammad Adil Khan,2973879,POLICE 3,,POLICE 3,1201,0,0,1,0,0,1,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,Titans Second League
132,18,32995,Humayon Baig Mirza,2973881,POLICE 3,,POLICE 3,1201,0,0,0,0,1,1,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,Titans Second League
133,18,32995,JP Goosen,2987481,SINOVILLE 4,,SINOVILLE 4,1200,0,0,0,0,1,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
134,18,32995,Dylan Alberts,3018227,TUT 3,,TUT 3,1197,0,0,0,0,1,1,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
135,18,32995,Sana ullah Ula,3032044,POLICE 3,,POLICE 3,1201,0,0,1,0,0,1,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,Titans Second League
136,18,32995,Pippie Kemm,3033949,PHSOB 3,,PHSOB 3,1193,0,0,1,0,0,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
137,18,32995,Riaan Davel,3163488,SINOVILLE 4,,SINOVILLE 4,1200,0,0,0,0,1,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
138,18,32995,Gian Tuks 6,3163548,TUKS 6,,TUKS 6,1861,0,0,1,0,0,1,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,Titans Second League
139,18,32995,Wian Munnik,3198244,SINOVILLE 4,,SINOVILLE 4,1200,0,0,1,0,0,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
140,18,32995,Playa5 Cbc,3255334,CBCOB 3,,CBCOB 3,1196,0,0,1,0,0,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
141,18,32995,Dian Botha,2934759,SINOVILLE 3,,SINOVILLE 3,1194,0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
142,18,32995,Dian Botha,2934759,SINOVILLE 4,,SINOVILLE 4,1200,0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
143,18,32995,Dries Van der Lith,2934771,SINOVILLE 3,,SINOVILLE 3,1194,0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
144,18,32995,Dries Van der Lith,2934771,SINOVILLE 4,,SINOVILLE 4,1200,0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
145,18,32995,Tiaan Lotter,2934784,SINOVILLE 3,,SINOVILLE 3,1194,0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
